,id_seguridad,evaluacion_general,evaluacion_choque_frontal,evaluacion_choque_lateral,evaluacion_barrera_lateral,evaluacion_vuelco,probabilidad_vuelco,evaluacion_choque_columna,quejas,retiradas,investigaciones,marca,version,descripcion,vehiculo_id,id_anio,id_equipamiento_aviso_choque_front,id_equipamiento_aviso_desvio_carril,id_equipamiento_estabilidad_electronica
208,209,5,5,5,5,4,0.151,5,1,0,0,NISSAN,MURANO,2023 Nissan Murano SUV AWD,18408,13,1,1,1
209,210,5,5,5,5,4,0.159,5,1,0,0,NISSAN,MURANO,2023 Nissan Murano SUV FWD,18407,13,1,1,1
210,211,5,4,5,5,4,0.155,5,56,1,0,NISSAN,PATHFINDER,2023 Nissan Pathfinder SUV AWD,18393,13,1,1,1
211,212,5,4,5,5,4,0.179,5,167,4,1,NISSAN,ROGUE,2023 Nissan Rogue SUV AWD,18410,13,1,1,1
212,213,5,4,5,5,4,0.179,5,167,4,1,NISSAN,ROGUE,2023 Nissan Rogue SUV FWD,18409,13,1,1,1
213,214,5,4,5,5,5,0.099,5,7,1,0,NISSAN,SENTRA,2023 Nissan Sentra 4 DR FWD,18388,13,1,1,1
214,215,4,4,5,5,3,0.228,5,6,2,0,NISSAN,TITAN CREW CAB,2023 Nissan Titan Crew Cab PU/CC 4WD,18402,13,1,2,1
215,216,4,4,5,5,4,0.198,5,6,2,0,NISSAN,TITAN CREW CAB,2023 Nissan Titan Crew Cab PU/CC RWD,18401,13,1,2,1
216,217,5,4,5,5,4,0.118,5,27,1,1,NISSAN,VERSA,2023 Nissan Versa 4 DR FWD,18387,13,1,1,1
217,218,5,4,5,5,5,0.092,5,14,1,0,NISSAN,ALTIMA,2024 Nissan Altima 4 DR AWD,19561,14,1,1,1
218,219,5,4,5,5,5,0.092,5,14,1,0,NISSAN,ALTIMA,2024 Nissan Altima 4 DR FWD,19560,14,1,1,1
219,220,5,4,5,5,5,0.099,4,1,0,0,NISSAN,ARIYA,2024 Nissan ARIYA SUV 4WD,19586,14,4,4,1
220,221,5,4,5,5,4,0.107,4,1,0,0,NISSAN,ARIYA,2024 Nissan ARIYA SUV 2WD,19585,14,4,4,1
221,222,4,3,5,5,3,0.219,5,1,0,0,NISSAN,ARMADA,2024 Nissan Armada SUV 4WD,19588,14,1,1,1
222,223,4,3,5,5,3,0.237,5,1,0,0,NISSAN,ARMADA,2024 Nissan Armada SUV RWD,19587,14,1,1,1
223,224,4,4,5,5,3,0.204,5,6,3,0,NISSAN,FRONTIER CREW CAB,2024 Nissan Frontier Crew Cab PU/CC 4WD,19567,14,1,2,1
224,225,4,4,5,5,3,0.204,5,6,3,0,NISSAN,FRONTIER CREW CAB,2024 Nissan Frontier Crew Cab PU/CC RWD,19566,14,1,2,1
225,226,4,4,5,5,4,0.155,5,4,1,0,NISSAN,KICKS,2024 Nissan Kicks SUV FWD,19581,14,1,1,1
226,227,5,4,5,5,4,0.107,5,1,0,0,NISSAN,LEAF (40 kWH BATTERY),2024 Nissan LEAF (40 kWh Battery) 5 HB FWD,19575,14,1,1,1
227,228,5,4,5,5,4,0.107,5,1,0,0,NISSAN,LEAF PLUS (60 kWH BATTERY),2024 Nissan LEAF PLUS (60 kWh Battery) 5 HB FWD,19576,14,1,1,1
228,229,5,5,5,5,4,0.151,5,0,1,0,NISSAN,MURANO,2024 Nissan Murano SUV AWD,19578,14,1,1,1
229,230,5,5,5,5,4,0.151,5,0,1,0,NISSAN,MURANO,2024 Nissan Murano SUV FWD,19577,14,1,1,1
230,231,5,4,5,5,4,0.155,5,10,2,0,NISSAN,PATHFINDER,2024 Nissan Pathfinder SUV AWD,19563,14,1,1,1
231,232,5,4,5,5,4,0.169,5,10,2,0,NISSAN,PATHFINDER,2024 Nissan Pathfinder SUV FWD,19562,14,1,1,1
232,233,5,4,5,5,4,0.179,5,8,1,0,NISSAN,ROGUE,2024 Nissan Rogue SUV AWD,19580,14,1,1,1
233,234,5,4,5,5,4,0.179,5,8,1,0,NISSAN,ROGUE,2024 Nissan Rogue SUV FWD,19579,14,1,1,1
234,235,5,4,5,5,5,0.099,5,3,3,0,NISSAN,SENTRA,2024 Nissan Sentra 4 DR FWD,19559,14,1,1,1
235,236,4,4,5,5,3,0.228,5,5,2,0,NISSAN,TITAN CREW CAB,2024 Nissan Titan Crew Cab PU/CC 4WD,19572,14,1,1,1
236,237,4,4,5,5,4,0.198,5,5,2,0,NISSAN,TITAN CREW CAB,2024 Nissan Titan Crew Cab PU/CC RWD,19571,14,1,1,1
237,238,5,4,5,5,5,0.092,5,0,0,0,NISSAN,ALTIMA,2025 Nissan Altima 4 DR AWD,20744,15,1,1,1
238,239,5,4,5,5,5,0.092,5,0,0,0,NISSAN,ALTIMA,2025 Nissan Altima 4 DR FWD,20743,15,1,1,1
239,240,5,4,5,5,5,0.099,4,0,0,0,NISSAN,ARIYA,2025 Nissan ARIYA SUV AWD,20765,15,1,1,1
240,241,5,4,5,5,4,0.107,4,0,0,0,NISSAN,ARIYA,2025 Nissan ARIYA SUV FWD,20764,15,1,1,1
241,242,5,4,5,5,4,0.107,5,0,0,0,NISSAN,LEAF (40 KWH BATTERY),2025 Nissan LEAF (40 KWh Battery) 5 HB FWD,20753,15,1,1,1
242,243,5,4,5,5,4,0.107,5,0,0,0,NISSAN,LEAF PLUS (60 KWH BATTERY),2025 Nissan LEAF PLUS (60 KWh Battery) 5 HB FWD,20754,15,1,1,1
243,244,5,4,5,5,4,0.155,5,0,0,0,NISSAN,PATHFINDER,2025 Nissan Pathfinder SUV AWD,20746,15,1,1,1
244,245,5,4,5,5,4,0.169,5,0,0,0,NISSAN,PATHFINDER,2025 Nissan Pathfinder SUV FWD,20745,15,1,1,1
245,246,5,4,5,5,4,0.179,5,0,0,0,NISSAN,ROGUE,2025 Nissan Rogue SUV AWD,20758,15,1,1,1
246,247,5,4,5,5,4,0.179,5,0,0,0,NISSAN,ROGUE,2025 Nissan Rogue SUV FWD,20757,15,1,1,1
247,248,5,4,5,5,5,0.099,5,0,0,0,NISSAN,SENTRA,2025 Nissan Sentra 4 DR FWD,20742,15,1,1,1
248,249,5,4,5,5,4,0.118,5,0,0,0,NISSAN,VERSA,2025 Nissan Versa 4 DR FWD,20741,15,1,1,1
